,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,full_title,zip_code,latitude,longitude
276984,661,paseo de Santa María de la Cabeza,ACACIAS,106.0,,2,2.0,,,Paseo de Santa María de la Cabeza,True,Paseo de Santa María de la Cabeza,,,5,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,1323,,False,350000,3302,True,HouseType 1: Pisos,False,False,,True,False,,True,True,True,False,,,,,True,,,True,,en trámite,False,,,,,,,,,"paseo de Santa María de la Cabeza, Acacias, Madrid",28005.0,40.3972843,-3.7028231
276991,1527,paseo de la Esperanza,ACACIAS,40.0,36.0,2,1.0,,,Paseo de la Esperanza,True,Paseo de la Esperanza,,,3,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,666,,False,129900,3248,True,HouseType 1: Pisos,True,False,,,,,True,,False,,,,,,,,,,,G,False,,,,,,,,,"paseo de la Esperanza, Acacias, Madrid",28005.0,40.3982596,-3.7024484
276994,1412,paseo de la Esperanza,ACACIAS,133.0,106.0,4,2.0,,,Paseo de la Esperanza,True,Paseo de la Esperanza,,,1,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,1758,,False,540000,4060,True,HouseType 1: Pisos,False,False,,False,True,,True,True,True,True,,,,,True,,,True,,E,True,,,True,0.0,,,,,"paseo de la Esperanza, Acacias, Madrid",28005.0,40.3982596,-3.7024484
276997,33,paseo de la Esperanza,ACACIAS,58.0,53.0,2,1.0,,,Paseo de la Esperanza,True,Paseo de la Esperanza,,,3,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,976,,False,219000,3776,True,HouseType 1: Pisos,True,False,1940.0,False,True,,,,False,False,,,,,,,,,,en trámite,False,,,,,False,False,True,False,"paseo de la Esperanza, Acacias, Madrid",28005.0,40.3982596,-3.7024484
277000,1526,paseo del Doctor Vallejo - Nájera,IMPERIAL,77.0,,2,2.0,,,Paseo del Doctor Vallejo - Nájera,True,Paseo del Doctor Vallejo - Nájera,,,1,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1299,,False,340000,4416,True,HouseType 1: Pisos,False,False,,True,False,,True,True,True,True,,,,True,,,,True,,E,False,,,,,False,False,True,True,"paseo del Doctor Vallejo - Nájera, Imperial, Madrid",28005.0,40.4033232,-3.7132656
277002,1470,paseo del Doctor Vallejo - Nájera,IMPERIAL,77.0,,2,2.0,,,Paseo del Doctor Vallejo - Nájera,True,Paseo del Doctor Vallejo - Nájera,,,1,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1299,,False,340000,4416,True,HouseType 1: Pisos,False,False,,True,False,,True,True,True,True,,,,True,,,,True,,D,False,,,,,False,False,True,True,"paseo del Doctor Vallejo - Nájera, Imperial, Madrid",28005.0,40.4033232,-3.7132656
277053,1524,"calle Estrella Denebola, 21",DELICIAS,117.0,,3,2.0,,,"Calle Estrella Denebola, 21",False,Calle Estrella Denebola,21,,6,False,,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,sale,1724,,False,525000,4487,True,HouseType 1: Pisos,False,False,,,,,True,True,True,True,,True,,,True,,,True,True,no indicado,True,,,True,0.0,,,,,"calle Estrella Denebola, 21, Delicias, Madrid",28045.0,40.3956723,-3.6850248
277054,1522,calle EMBAJADORES,DELICIAS,34.0,,1,1.0,,,Calle EMBAJADORES,True,Calle EMBAJADORES,,,1,False,,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,sale,809,,False,168000,4941,True,HouseType 1: Pisos,False,False,1928.0,False,True,,,,True,False,,,,,,,,,,F,False,,,,,,,,,"calle EMBAJADORES, Delicias, Madrid",28045.0,40.3947175,-3.6949953
277055,1521,paseo DE LAS DELICIAS,DELICIAS,49.0,,2,1.0,,,Paseo DE LAS DELICIAS,True,Paseo DE LAS DELICIAS,,,2,False,,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,sale,780,,False,160000,3265,True,HouseType 1: Pisos,True,False,1934.0,,,,,True,True,False,,,,,,,,,,G,False,,,,,,,,,"paseo DE LAS DELICIAS, Delicias, Madrid",28045.0,40.3944769,-3.6946477
277059,1483,paseo DE LAS DELICIAS,DELICIAS,49.0,,2,1.0,,,Paseo DE LAS DELICIAS,True,Paseo DE LAS DELICIAS,,,1,False,,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,sale,758,,False,154000,3143,True,HouseType 1: Pisos,True,False,1934.0,,,,,,True,False,,,,,,,,,,G,False,,,,,,,,,"paseo DE LAS DELICIAS, Delicias, Madrid",28045.0,40.3944769,-3.6946477
277063,738,paseo DE LAS DELICIAS,DELICIAS,50.0,,1,1.0,,,Paseo DE LAS DELICIAS,True,Paseo DE LAS DELICIAS,,,1,False,,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,sale,917,,False,200000,4000,True,HouseType 1: Pisos,False,False,1960.0,False,True,,True,True,True,False,,,,,,,,True,,E,False,,,,,,,,,"paseo DE LAS DELICIAS, Delicias, Madrid",28045.0,40.3944769,-3.6946477
277067,643,paseo DE LAS DELICIAS,DELICIAS,90.0,,3,1.0,,,Paseo DE LAS DELICIAS,True,Paseo DE LAS DELICIAS,,,7,False,,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,sale,1388,,False,378000,4200,True,HouseType 1: Pisos,True,False,1955.0,True,False,,,,True,True,,,,,,,,,,E,False,,,,,False,True,False,False,"paseo DE LAS DELICIAS, Delicias, Madrid",28045.0,40.3944769,-3.6946477
277071,1520,calle de Linneo,IMPERIAL,91.0,85.0,3,1.0,,,Calle de Linneo,True,Calle de Linneo,,,1,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1275,,False,330000,3626,True,HouseType 1: Pisos,True,False,1960.0,False,True,,,,True,True,,,,,,,,,,en trámite,False,,,,,True,False,False,False,"calle de Linneo, Imperial, Madrid",28005.0,40.4120405,-3.7205356
277080,1471,calle de Linneo,IMPERIAL,141.0,,5,2.0,,,Calle de Linneo,True,Calle de Linneo,,,6,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1435,,False,398000,2823,True,HouseType 1: Pisos,True,False,,True,False,,True,True,True,True,,,True,,True,,,True,,en trámite,False,,,,,False,False,True,True,"calle de Linneo, Imperial, Madrid",28005.0,40.4120405,-3.7205356
277089,1365,calle de Linneo,IMPERIAL,106.0,,3,2.0,,,Calle de Linneo,True,Calle de Linneo,,,2,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1474,,False,415000,3915,True,HouseType 1: Pisos,False,False,1960.0,True,False,,,True,True,True,,,True,,,,,True,,D,False,,,,,,,,,"calle de Linneo, Imperial, Madrid",28005.0,40.4120405,-3.7205356
277098,1002,calle de Linneo,IMPERIAL,49.0,44.0,3,1.0,,,Calle de Linneo,True,Calle de Linneo,,,Bajo,True,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,798,,False,165000,3367,True,HouseType 1: Pisos,True,False,,,,,,,True,False,,,,,,,,,,en trámite,False,,,,,,,,,"calle de Linneo, Imperial, Madrid",28005.0,40.4120405,-3.7205356
277107,954,calle de Linneo,IMPERIAL,102.0,,5,2.0,,,Calle de Linneo,True,Calle de Linneo,,,Entreplanta interior,True,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1382,,False,375000,3676,True,HouseType 1: Pisos,False,False,,True,False,,True,True,True,False,,,,,,,,True,,en trámite,False,,,,,False,True,False,True,"calle de Linneo, Imperial, Madrid",28005.0,40.4120405,-3.7205356
277116,915,calle de Linneo,IMPERIAL,121.0,,3,2.0,,,Calle de Linneo,True,Calle de Linneo,,,3,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1485,,False,419900,3470,True,HouseType 1: Pisos,False,False,,True,False,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,,"calle de Linneo, Imperial, Madrid",28005.0,40.4120405,-3.7205356
277125,855,calle de Linneo,IMPERIAL,143.0,,4,2.0,,,Calle de Linneo,True,Calle de Linneo,,,1,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1485,,False,420000,2937,True,HouseType 1: Pisos,False,False,,True,False,,,True,True,True,,,,,,,,True,,en trámite,False,,,,,,,,,"calle de Linneo, Imperial, Madrid",28005.0,40.4120405,-3.7205356
277134,797,calle de Linneo,IMPERIAL,91.0,,3,1.0,,,Calle de Linneo,True,Calle de Linneo,,,1,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1275,,False,330000,3626,True,HouseType 1: Pisos,True,False,,False,True,,,True,True,True,,,,,,,,,,en trámite,False,,,,,,,,,"calle de Linneo, Imperial, Madrid",28005.0,40.4120405,-3.7205356
277143,38,calle de Linneo,IMPERIAL,77.0,,3,1.0,,,Calle de Linneo,True,Calle de Linneo,,,4,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1199,,False,299800,3894,True,HouseType 1: Pisos,True,False,1955.0,,,,,,True,True,,,,,,,,,,G,False,,,,,False,True,False,False,"calle de Linneo, Imperial, Madrid",28005.0,40.4120405,-3.7205356
277152,1519,"calle Amaltea, 10",DELICIAS,116.0,,3,2.0,,,"Calle Amaltea, 10",False,Calle Amaltea,10,,6,False,,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,sale,1894,,False,599000,5164,True,HouseType 1: Pisos,False,False,2019.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,A,True,,,True,0.0,False,False,True,True,"calle Amaltea, 10, Delicias, Madrid",28045.0,40.3947989,-3.6825502
277154,1517,Peñuelas,ACACIAS,114.0,,3,2.0,,,Peñuelas,True,Peñuelas,,,1,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,1311,,False,345000,3026,True,HouseType 1: Pisos,False,False,1965.0,False,True,,,True,True,True,,,True,,,,,True,,en trámite,False,,,,,True,False,False,True,"Peñuelas, Acacias, Madrid",28005.0,40.40078015,-3.702876484120901
277155,1516,paseo Imperial,IMPERIAL,62.0,,4,1.0,,,Paseo Imperial,True,Paseo Imperial,,,Sótano,True,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,833,,False,175000,2823,True,HouseType 1: Pisos,False,,,,,,,,,,,,,,,,,,,en trámite,False,,,,,,,,,"paseo Imperial, Imperial, Madrid",28005.0,40.402901,-3.715504
277161,1307,paseo Imperial,IMPERIAL,62.0,,2,1.0,,,Paseo Imperial,True,Paseo Imperial,,,Bajo,True,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,833,,False,175000,2823,True,HouseType 1: Pisos,True,False,,,,,,,False,False,,,,,,,,,,F,False,,,,,,,,,"paseo Imperial, Imperial, Madrid",28005.0,40.402901,-3.715504
277167,815,paseo Imperial,IMPERIAL,131.0,130.0,4,,,,Paseo Imperial,True,Paseo Imperial,,,Bajo,True,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1148,,False,280000,2137,True,HouseType 1: Pisos,True,False,1928.0,,,,,,True,,,,,,,,,,,no indicado,False,,,,,,,,,"paseo Imperial, Imperial, Madrid",28005.0,40.402901,-3.715504
277173,777,paseo Imperial,IMPERIAL,56.0,,2,1.0,,,Paseo Imperial,True,Paseo Imperial,,,2,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1148,,False,279900,4998,True,HouseType 1: Pisos,False,False,1925.0,False,True,,,True,True,True,,,,,,,,,,E,False,,,,,False,True,False,False,"paseo Imperial, Imperial, Madrid",28005.0,40.402901,-3.715504
277179,732,paseo Imperial,IMPERIAL,56.0,,1,1.0,,,Paseo Imperial,True,Paseo Imperial,,,2,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1148,,False,279900,4998,True,HouseType 1: Pisos,False,False,,False,True,,,,True,True,,,,,,,,,,en trámite,False,,,,,False,False,True,False,"paseo Imperial, Imperial, Madrid",28005.0,40.402901,-3.715504
277185,725,paseo Imperial,IMPERIAL,56.0,,2,1.0,,,Paseo Imperial,True,Paseo Imperial,,,2,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1148,,False,279900,4998,True,HouseType 1: Pisos,False,False,1925.0,False,True,,,True,True,True,,,,,,,,,,E,False,,,,,False,True,False,False,"paseo Imperial, Imperial, Madrid",28005.0,40.402901,-3.715504
277191,1515,"calle Divino Vallés, 31",CHOPERA,73.0,,3,1.0,,,"Calle Divino Vallés, 31",False,Calle Divino Vallés,31,,5,False,,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,sale,1094,,False,260000,3562,True,HouseType 1: Pisos,True,False,,,,,,,True,False,,,,,,,,,,E,False,,,,,,,,,"calle Divino Vallés, 31, Chopera, Madrid",28045.0,40.3964475,-3.6991991
277192,1511,calle Fernando Poo,CHOPERA,53.0,40.0,1,1.0,,,Calle Fernando Poo,True,Calle Fernando Poo,,,,,,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,sale,850,,False,179900,3394,True,HouseType 1: Pisos,False,False,,False,True,,,,False,True,,,,,,,,,,no indicado,False,,,,,,,,,"calle Fernando Poo, Chopera, Madrid",28045.0,40.3973524,-3.6998001
277195,1271,calle Fernando Poo,CHOPERA,71.0,70.0,2,2.0,,,Calle Fernando Poo,True,Calle Fernando Poo,,,Bajo,True,,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,sale,803,,False,166400,2344,True,HouseType 1: Pisos,False,False,,False,True,,,,False,True,,,,,,,,,,en trámite,False,,,,,,,,,"calle Fernando Poo, Chopera, Madrid",28045.0,40.3973524,-3.6998001
277198,870,calle Fernando Poo,CHOPERA,66.0,,2,1.0,,,Calle Fernando Poo,True,Calle Fernando Poo,,,1,False,,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,sale,1067,,False,250000,3788,True,HouseType 1: Pisos,True,False,1965.0,True,False,,True,True,True,True,,,,,,,,,,en trámite,False,,,,,False,False,True,False,"calle Fernando Poo, Chopera, Madrid",28045.0,40.3973524,-3.6998001
277588,1504,"calle de Melilla, 8",ACACIAS,111.0,99.0,4,2.0,,,"Calle de Melilla, 8",False,Calle de Melilla,8,,2,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,1528,,False,439000,3955,True,HouseType 1: Pisos,False,False,1973.0,,,,True,,True,True,,,,,,,,,,E,False,,,,,False,False,True,False,"calle de Melilla, 8, Acacias, Madrid",28005.0,40.400817,-3.710186
277590,1501,calle AGUILON,CHOPERA,80.0,76.0,3,2.0,,,Calle AGUILON,True,Calle AGUILON,,,6,False,,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,sale,1148,,False,280000,3500,True,HouseType 1: Pisos,True,False,1966.0,True,False,,,,True,True,,,,,,,,True,,en trámite,False,,,,,False,False,True,True,"calle AGUILON, Chopera, Madrid",28045.0,40.3973032,-3.7010057
277591,1493,"calle Nereida, 8",LEGAZPI,144.0,108.0,4,2.0,,,"Calle Nereida, 8",False,Calle Nereida,8,,9,False,,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,sale,1906,,False,1199000,8326,True,HouseType 1: Pisos,False,False,2005.0,,,,True,True,True,True,,,True,,True,,,,,C,True,,,True,0.0,False,False,False,True,"calle Nereida, 8, Legazpi, Madrid",28045.0,40.3924463,-3.680348
277592,1492,calle Manuel Aleixandre,LEGAZPI,43.0,37.0,1,1.0,,,Calle Manuel Aleixandre,True,Calle Manuel Aleixandre,,,,,,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,sale,646,,False,125000,2907,True,HouseType 1: Pisos,False,,,,,,,,False,,,,,,,,,,,no indicado,False,,,,,,,,,"calle Manuel Aleixandre, Legazpi, Madrid",28045.0,40.3910198,-3.694632
277594,806,calle Manuel Aleixandre,LEGAZPI,84.0,70.0,5,1.0,,,Calle Manuel Aleixandre,True,Calle Manuel Aleixandre,,,3,False,,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,sale,1052,,False,245000,2917,True,HouseType 1: Pisos,True,False,,False,True,,,,False,False,,,,True,,,,,,G,False,,,,,,,,,"calle Manuel Aleixandre, Legazpi, Madrid",28045.0,40.3910198,-3.694632
277596,1491,calle de Bolívar,LEGAZPI,40.0,30.0,1,1.0,,,Calle de Bolívar,True,Calle de Bolívar,,,,,,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,sale,646,,False,125000,3125,True,HouseType 1: Pisos,False,,,,,,,,False,,,,,,,,,,,no indicado,False,,,,,,,,,"calle de Bolívar, Legazpi, Madrid",28045.0,40.3913774,-3.6940833
277597,1490,"calle del General Palanca, 3",CHOPERA,113.0,104.0,4,2.0,,,"Calle del General Palanca, 3",False,Calle del General Palanca,3,,2,False,,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,sale,1530,,False,440000,3894,True,HouseType 1: Pisos,False,False,1976.0,,,,True,True,True,True,,,True,True,,,,,,D,True,,,True,0.0,False,False,True,False,"calle del General Palanca, 3, Chopera, Madrid",28045.0,40.3996857,-3.7000223
277598,1489,paseo Santa Maria de la Cabeza,ACACIAS,65.0,,2,1.0,,,Paseo Santa Maria de la Cabeza,True,Paseo Santa Maria de la Cabeza,,,2,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,948,,False,210000,3231,True,HouseType 1: Pisos,False,False,,False,True,,,True,False,True,,,,True,True,,,,,en trámite,False,,,,,False,False,True,True,"paseo Santa Maria de la Cabeza, Acacias, Madrid",28005.0,40.400476,-3.6999881
277599,1486,"calle San Epifanio, 7",IMPERIAL,123.0,98.0,3,2.0,,,"Calle San Epifanio, 7",False,Calle San Epifanio,7,,4,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1712,,False,520000,4228,True,HouseType 1: Pisos,False,False,2002.0,False,True,,True,True,True,True,,,,,True,,,True,,en trámite,True,,,True,0.0,False,True,True,False,"calle San Epifanio, 7, Imperial, Madrid",28005.0,40.40121005,-3.717624371101233
277600,1484,calle BOLIVAR,DELICIAS,78.0,,2,2.0,,,Calle BOLIVAR,True,Calle BOLIVAR,,,1,False,,Neighborhood 2: Delicias (3972.6 €/m2) - District 1: Arganzuela,sale,1323,,False,350000,4487,True,HouseType 1: Pisos,False,False,2001.0,False,True,,True,True,True,False,,True,True,,True,,,True,True,F,False,,,,,,,,,"calle BOLIVAR, Delicias, Madrid",28045.0,40.391281,-3.694813
277601,1480,calle de Arganda,ACACIAS,135.0,113.0,3,2.0,,,Calle de Arganda,True,Calle de Arganda,,,4,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,1551,,False,449000,3326,True,HouseType 1: Pisos,False,False,,,,,True,True,True,True,,,True,,,,,,True,D,False,,,,,True,True,False,False,"calle de Arganda, Acacias, Madrid",28005.0,40.39991,-3.7059254
277608,1431,calle de Arganda,ACACIAS,107.0,,3,2.0,,,Calle de Arganda,True,Calle de Arganda,,,3,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,1694,,False,512000,4785,True,HouseType 1: Pisos,False,False,1981.0,True,False,,True,True,True,True,,,True,,,,,,True,en trámite,True,,,True,0.0,True,True,False,False,"calle de Arganda, Acacias, Madrid",28005.0,40.39991,-3.7059254
277615,1233,calle de Arganda,ACACIAS,100.0,90.0,3,2.0,,,Calle de Arganda,True,Calle de Arganda,,,4,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,1551,,False,449000,4490,True,HouseType 1: Pisos,False,False,1982.0,True,False,,True,True,True,True,,,True,,,,,,,D,False,,,,,False,True,False,False,"calle de Arganda, Acacias, Madrid",28005.0,40.39991,-3.7059254
277622,892,calle de Arganda,ACACIAS,118.0,,3,2.0,,,Calle de Arganda,True,Calle de Arganda,,,3,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,1633,,False,485000,4110,True,HouseType 1: Pisos,False,False,,True,False,,True,True,True,True,,,True,,True,,,True,True,en trámite,False,,,,,,,,,"calle de Arganda, Acacias, Madrid",28005.0,40.39991,-3.7059254
277629,846,calle de Arganda,ACACIAS,136.0,135.0,3,2.0,,,Calle de Arganda,True,Calle de Arganda,,,4,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,1551,,False,449000,3301,True,HouseType 1: Pisos,False,False,,False,True,,True,True,True,True,,,,True,,,,True,,E,False,,,,,,,,,"calle de Arganda, Acacias, Madrid",28005.0,40.39991,-3.7059254
277636,756,calle de Arganda,ACACIAS,113.0,,3,2.0,,,Calle de Arganda,True,Calle de Arganda,,,4,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,1551,,False,449000,3973,True,HouseType 1: Pisos,False,False,1981.0,,,,True,True,True,True,,,,True,,,,True,,D,False,,,,,False,True,False,False,"calle de Arganda, Acacias, Madrid",28005.0,40.39991,-3.7059254
277643,752,calle de Arganda,ACACIAS,118.0,,3,2.0,,,Calle de Arganda,True,Calle de Arganda,,,3,False,,Neighborhood 5: Acacias (4208.0 €/m2) - District 1: Arganzuela,sale,1633,,False,485000,4110,True,HouseType 1: Pisos,False,False,,True,False,,True,True,True,True,,,True,,True,,,True,True,en trámite,False,,,,,,,,,"calle de Arganda, Acacias, Madrid",28005.0,40.39991,-3.7059254
277650,1479,"calle Eros, Madrid, 18",LEGAZPI,98.0,,2,2.0,,,"Calle Eros, Madrid, 18",False,Calle Eros,18,,Bajo,True,,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,sale,1549,,False,448000,4571,True,HouseType 1: Pisos,False,False,2005.0,False,True,,,True,True,False,,True,True,,True,,,True,True,no indicado,False,,,,,,,,,"calle Eros, Madrid, 18, Legazpi, Madrid",28045.0,40.3922769,-3.6793574024687774
277651,1478,avenida DEL PLANETARIO,LEGAZPI,127.0,,3,2.0,,,Avenida DEL PLANETARIO,True,Avenida DEL PLANETARIO,,,2,False,,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,sale,1621,,False,480000,3780,True,HouseType 1: Pisos,False,False,1995.0,True,False,,True,True,True,True,,True,True,,,,,,True,D,True,,,True,0.0,False,False,True,False,"avenida DEL PLANETARIO, Legazpi, Madrid",28045.0,40.3931315,-3.6839286
277653,1337,avenida DEL PLANETARIO,LEGAZPI,127.0,108.0,3,2.0,,,Avenida DEL PLANETARIO,True,Avenida DEL PLANETARIO,,,2,False,,Neighborhood 4: Legazpi (4486.93 €/m2) - District 1: Arganzuela,sale,1621,,False,480000,3780,True,HouseType 1: Pisos,False,False,,False,True,,True,True,True,True,,True,True,,,,,True,,en trámite,True,,,True,0.0,False,False,True,True,"avenida DEL PLANETARIO, Legazpi, Madrid",28045.0,40.3931315,-3.6839286
277655,1476,ronda de Segovia,IMPERIAL,74.0,,2,2.0,,,Ronda de Segovia,True,Ronda de Segovia,,,5,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1428,,False,395000,5338,True,HouseType 1: Pisos,False,False,1940.0,False,True,,True,True,True,True,,,,,,,,,,D,False,,,,,False,False,True,True,"ronda de Segovia, Imperial, Madrid",28005.0,40.4108611,-3.7181935
277660,1414,ronda de Segovia,IMPERIAL,389.0,300.0,9,4.0,,,Ronda de Segovia,True,Ronda de Segovia,,,Bajo,True,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1943,,False,620000,1594,True,HouseType 1: Pisos,True,False,1956.0,False,True,,True,,True,True,,,,,,,,,,en trámite,False,,,,,,,,,"ronda de Segovia, Imperial, Madrid",28005.0,40.4108611,-3.7181935
277665,1264,ronda de Segovia,IMPERIAL,102.0,,3,1.0,,,Ronda de Segovia,True,Ronda de Segovia,,,1,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1462,,False,410000,4020,True,HouseType 1: Pisos,False,False,1960.0,True,False,,,,True,True,,,,,True,,,True,,D,False,,,,,False,False,False,True,"ronda de Segovia, Imperial, Madrid",28005.0,40.4108611,-3.7181935
277670,856,ronda de Segovia,IMPERIAL,121.0,110.0,4,2.0,,,Ronda de Segovia,True,Ronda de Segovia,,,2,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1505,,False,429000,3545,True,HouseType 1: Pisos,True,False,,True,False,,True,,True,False,,,,True,,,,True,,en trámite,True,,,True,0.0,False,True,False,True,"ronda de Segovia, Imperial, Madrid",28005.0,40.4108611,-3.7181935
277675,705,ronda de Segovia,IMPERIAL,135.0,123.0,3,2.0,,,Ronda de Segovia,True,Ronda de Segovia,,,2,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,2170,,False,720000,5333,True,HouseType 1: Pisos,False,False,1999.0,False,True,,True,True,True,True,,True,True,True,,,,True,True,D,True,,,True,0.0,True,False,False,False,"ronda de Segovia, Imperial, Madrid",28005.0,40.4108611,-3.7181935
277680,1474,Jaime El Conquistador,CHOPERA,72.0,61.0,2,1.0,,,Jaime El Conquistador,True,Jaime El Conquistador,,,1,False,,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,sale,1094,,False,260000,3611,True,HouseType 1: Pisos,True,False,1969.0,True,False,,,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,,"Jaime El Conquistador, Chopera, Madrid",28045.0,40.3950915,-3.6983133
277682,1270,Jaime El Conquistador,CHOPERA,81.0,,3,1.0,,,Jaime El Conquistador,True,Jaime El Conquistador,,,1,False,,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,sale,1081,,False,255000,3148,True,HouseType 1: Pisos,True,False,,False,True,,,True,True,True,,,,,,,,,,E,False,,,,,,,,,"Jaime El Conquistador, Chopera, Madrid",28045.0,40.3950915,-3.6983133
277688,1469,"aguilon, 7",CHOPERA,75.0,,2,2.0,,,"aguilon, 7",False,aguilon,7,,8,False,,Neighborhood 1: Chopera (3783.78 €/m2) - District 1: Arganzuela,sale,1228,,False,311000,4147,True,HouseType 1: Pisos,False,False,1966.0,True,False,,,True,True,True,,,,,,,,True,,en trámite,False,,,,,False,False,False,True,"aguilon, 7, Chopera, Madrid",28045.0,40.3976135,-3.7014055
277689,1468,"calle San Epifanio, 9",IMPERIAL,80.0,,2,2.0,,,"Calle San Epifanio, 9",False,Calle San Epifanio,9,,5,False,,Neighborhood 3: Imperial (4098.59 €/m2) - District 1: Arganzuela,sale,1683,,False,507000,6338,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,True,,,,,,A,True,,,True,0.0,,,,,"calle San Epifanio, 9, Imperial, Madrid",28005.0,40.4007077,-3.7205041
