,id,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,is_floor_under,operation,buy_price,house_type_id,is_renewal_needed,is_new_development,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_terrace,has_storage_room,energy_certificate,has_parking,full_title,zip_code,latitude,longitude,zip_codes_count,hosts_count_per_zip_code,hosts_distribution_per_zip_code,average_reviews_per_month_per_code,price_per_m2,buy_for_rent_ratio
39973,17427,ESTRELLA,136.0,,5,2.0,4,0.0,sale,580000,HouseType 1: Pisos,1,0.0,1.0,0.0,,,1.0,1.0,1.0,1.0,en trámite,0,"Retiro, Estrella, Madrid",28007,40.4089075,-3.6702843,374,279,0.2540106951871658,26.155970149253733,4246.58,0.43564468348647617
39974,17425,NINO JESUS,120.0,,3,2.0,Bajo,1.0,sale,360000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,0.0,,,en trámite,0,"WALIA, Niño Jesús, Madrid",28007,40.4075923,-3.6716693,374,279,0.2540106951871658,26.155970149253733,4935.6,0.2727125374827782
39975,17424,ADELFAS,112.0,100.0,3,2.0,1,0.0,sale,520000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,1.0,,1.0,en trámite,0,"calle de Valderribas, Adelfas, Madrid",28007,40.4023424,-3.6710216,374,279,0.2540106951871658,26.155970149253733,4020.62,0.42580497535206013
39978,17334,ADELFAS,70.0,,2,1.0,Entreplanta exterior,1.0,sale,295000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,,en trámite,0,"calle de Valderribas, Adelfas, Madrid",28007,40.4023424,-3.6710216,374,279,0.2540106951871658,26.155970149253733,4020.62,0.2952280991488875
39981,17238,ADELFAS,60.0,40.0,1,1.0,Bajo,1.0,sale,240000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,en trámite,0,"calle de Valderribas, Adelfas, Madrid",28007,40.4023424,-3.6710216,374,279,0.2540106951871658,26.155970149253733,4020.62,0.2581691380931299
39984,17421,ADELFAS,74.0,,2,2.0,5,0.0,sale,380000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,1.0,,1.0,en trámite,1,"calle del Cerro Negro, 12, Adelfas, Madrid",28007,40.3965052,-3.672399295918213,374,279,0.2540106951871658,26.155970149253733,4020.62,0.3464639781924181
39985,17420,PACIFICO,125.0,,4,2.0,1,0.0,sale,435000,HouseType 1: Pisos,1,0.0,,,,,1.0,1.0,,,no indicado,0,"calle de Valderribas, 8, Pacífico, Madrid",28007,40.4058841,-3.678967,374,279,0.2540106951871658,26.155970149253733,4105.12,0.3700257239739642
39986,17417,IBIZA,87.0,,2,1.0,6,0.0,sale,580000,HouseType 1: Pisos,1,0.0,1.0,0.0,,1.0,1.0,1.0,,,E,0,"calle del Alcalde Sáinz de Baranda, 4, Ibiza, Madrid",28009,40.41683305,-3.6777156064691137,478,363,0.2405857740585774,28.524489795918367,5492.17,0.33684317856147933
39987,17416,PACIFICO,73.0,66.0,3,1.0,1,0.0,sale,337000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,1.0,1.0,,,en trámite,0,"calle de Valderribas, 1, Pacífico, Madrid",28007,40.4066223,-3.680236147494985,374,279,0.2540106951871658,26.155970149253733,4105.12,0.3147289238804225
39989,17414,PACIFICO,73.0,66.0,3,1.0,1,0.0,sale,337000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,1.0,1.0,,,en trámite,0,"calle de Valderribas, 1, Pacífico, Madrid",28007,40.4066223,-3.680236147494985,374,279,0.2540106951871658,26.155970149253733,4105.12,0.3147289238804225
39991,17415,IBIZA,116.0,90.0,3,2.0,2,0.0,sale,607000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,,,en trámite,0,"calle Menorca, 10, Ibiza, Madrid",28009,40.4194279,-3.6781185,478,363,0.2405857740585774,28.524489795918367,5492.17,0.34831405437195134
39992,17412,PACIFICO,110.0,100.0,4,2.0,6,0.0,sale,465000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,en trámite,0,"calle del Doctor Esquerdo, 162, Pacífico, Madrid",28007,40.4030446,-3.6736480835582856,374,279,0.2540106951871658,26.155970149253733,4105.12,0.386590404178197
39993,17406,ESTRELLA,95.0,70.0,3,1.0,3,0.0,sale,445000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,,en trámite,0,"avenida del Mediterráneo, 65, Estrella, Madrid",28007,40.406886,-3.6666258,374,279,0.2540106951871658,26.155970149253733,4246.58,0.3631157307762953
39994,17405,PACIFICO,90.0,,3,2.0,2,0.0,sale,395000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,en trámite,0,"calle de Valderribas, 10, Pacífico, Madrid",28007,40.4057976,-3.678757,374,279,0.2540106951871658,26.155970149253733,4105.12,0.34785828428888804
39995,17403,ESTRELLA,55.0,,2,1.0,4,0.0,sale,445000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,,E,0,"ALCALDE SAINZ DE BARANDA, Estrella, Madrid",28007,40.417385,-3.667024,374,279,0.2540106951871658,26.155970149253733,4246.58,0.3631157307762953
39996,17401,IBIZA,40.0,,1,1.0,4,0.0,sale,309900,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,0.0,,,en trámite,0,"calle Ibiza, 14, Ibiza, Madrid",28009,40.4181601,-3.6768572,478,363,0.2405857740585774,28.524489795918367,5492.17,0.22304480742584443
39997,17400,IBIZA,103.0,,3,2.0,4,0.0,sale,615000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,A,1,"calle de Máiquez, 66, Ibiza, Madrid",28009,40.41629025,-3.6734582674196536,478,363,0.2405857740585774,28.524489795918367,5492.17,0.3515914474606576
39999,17395,ESTRELLA,140.0,,3,2.0,1,0.0,sale,580000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,en trámite,1,"marques de lozoya, 12, Estrella, Madrid",28007,40.4165185,-3.6644189,374,279,0.2540106951871658,26.155970149253733,4246.58,0.43564468348647617
40000,17388,ADELFAS,99.0,,3,2.0,3,0.0,sale,430000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,1.0,no indicado,1,"calle Francisco Abril, 13, Adelfas, Madrid",28007,40.4006244,-3.668955277904565,374,279,0.2540106951871658,26.155970149253733,4020.62,0.37506653202739876
40003,17386,ADELFAS,99.0,,3,2.0,2,0.0,sale,420000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,1.0,no indicado,1,"calle Francisco Abril, 13, Adelfas, Madrid",28007,40.4006244,-3.668955277904565,374,279,0.2540106951871658,26.155970149253733,4020.62,0.3693460212604026
40006,17195,ADELFAS,99.0,,3,2.0,1,0.0,sale,410000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,1.0,no indicado,1,"calle Francisco Abril, 13, Adelfas, Madrid",28007,40.4006244,-3.668955277904565,374,279,0.2540106951871658,26.155970149253733,4020.62,0.3636255104934065
40009,17380,PACIFICO,82.0,74.0,3,1.0,4,0.0,sale,335000,HouseType 1: Pisos,1,0.0,1.0,0.0,,,1.0,0.0,,,en trámite,0,"calle CAVANILLES, Pacífico, Madrid",28007,40.4070956,-3.6784618,374,279,0.2540106951871658,26.155970149253733,4105.12,0.3135109326889348
40010,17378,ADELFAS,54.0,,1,1.0,2,0.0,sale,179000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,en trámite,0,"calle los Mesejo, 22, Adelfas, Madrid",28007,40.401384,-3.668897622061944,374,279,0.2540106951871658,26.155970149253733,4020.62,0.21066402694111855
40012,17367,ADELFAS,81.0,,2,2.0,1,0.0,sale,400000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,,B,1,"calle valderribas, 80, Adelfas, Madrid",28007,40.4016618,-3.669419111310529,374,279,0.2540106951871658,26.155970149253733,4020.62,0.3579049997264104
40021,17366,ADELFAS,88.0,,2,2.0,3,0.0,sale,480000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,,B,1,"calle valderribas, 80, Adelfas, Madrid",28007,40.4016618,-3.669419111310529,374,279,0.2540106951871658,26.155970149253733,4020.62,0.4031716501435102
40030,17365,ADELFAS,88.0,,2,2.0,1,0.0,sale,460000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,,B,1,"calle valderribas, 80, Adelfas, Madrid",28007,40.4016618,-3.669419111310529,374,279,0.2540106951871658,26.155970149253733,4020.62,0.39197934646895255
40039,17363,ADELFAS,88.0,,2,2.0,2,0.0,sale,470000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,,B,1,"calle valderribas, 80, Adelfas, Madrid",28007,40.4016618,-3.669419111310529,374,279,0.2540106951871658,26.155970149253733,4020.62,0.3974511393765141
40048,17362,ADELFAS,81.0,,2,2.0,2,0.0,sale,420000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,,B,1,"calle valderribas, 80, Adelfas, Madrid",28007,40.4016618,-3.669419111310529,374,279,0.2540106951871658,26.155970149253733,4020.62,0.3693460212604026
40057,17361,ADELFAS,81.0,,2,2.0,3,0.0,sale,430000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,,B,1,"calle valderribas, 80, Adelfas, Madrid",28007,40.4016618,-3.669419111310529,374,279,0.2540106951871658,26.155970149253733,4020.62,0.37506653202739876
40066,17360,ADELFAS,58.0,,1,1.0,Bajo,1.0,sale,345000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,,B,1,"calle valderribas, 80, Adelfas, Madrid",28007,40.4016618,-3.669419111310529,374,279,0.2540106951871658,26.155970149253733,4020.62,0.3260691137187797
40075,17359,ADELFAS,62.0,,1,1.0,Bajo,1.0,sale,310000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,,B,1,"calle valderribas, 80, Adelfas, Madrid",28007,40.4016618,-3.669419111310529,374,279,0.2540106951871658,26.155970149253733,4020.62,0.30467937780740284
40084,17358,ADELFAS,65.0,,1,1.0,Bajo,1.0,sale,375000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,,B,1,"calle valderribas, 80, Adelfas, Madrid",28007,40.4016618,-3.669419111310529,374,279,0.2540106951871658,26.155970149253733,4020.62,0.34372808173863734
40093,17352,PACIFICO,72.0,,2,1.0,3,0.0,sale,330000,HouseType 1: Pisos,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,en trámite,0,"calle del Comercio, 2, Pacífico, Madrid",28007,40.40402705,-3.681631244647158,374,279,0.2540106951871658,26.155970149253733,4105.12,0.3105877538293643
40094,17348,PACIFICO,60.0,55.0,2,1.0,1,0.0,sale,390000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,0.0,,1.0,en trámite,1,"granada, Pacífico, Madrid",28007,40.4036854,-3.6767899,374,279,0.2540106951871658,26.155970149253733,4105.12,0.34493510542931755
40095,17340,IBIZA,102.0,95.0,4,2.0,2,0.0,sale,650000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,en trámite,0,"calle del Doce de Octubre, 17, Ibiza, Madrid",28009,40.4161263,-3.675168194515432,478,363,0.2405857740585774,28.524489795918367,5492.17,0.3663397163598359
40096,17339,ADELFAS,80.0,,2,1.0,Bajo,1.0,sale,350000,HouseType 1: Pisos,0,0.0,,,,,1.0,,,,E,0,"calle de játiva, 2, Adelfas, Madrid",28007,40.399059,-3.674909107621958,374,279,0.2540106951871658,26.155970149253733,4020.62,0.32905372803199506
40097,17336,PACIFICO,30.0,,2,1.0,4,0.0,sale,199900,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,en trámite,0,"avenida de Menéndez Pelayo, 117, Pacífico, Madrid",28007,40.40479795,-3.6802129080362143,374,279,0.2540106951871658,26.155970149253733,4105.12,0.22313598628054723
40098,17335,ESTRELLA,126.0,109.0,3,2.0,3,0.0,sale,485000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,,,no indicado,0,"calle del Doctor Esquerdo, 163, Estrella, Madrid",28007,40.4080915,-3.669701206600753,374,279,0.2540106951871658,26.155970149253733,4246.58,0.38454473953157603
40099,17333,IBIZA,115.0,106.0,2,2.0,2,0.0,sale,735000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,0.0,,,E,0,"calle Menorca, 45, Ibiza, Madrid",28009,40.4194222,-3.6735482,478,363,0.2405857740585774,28.524489795918367,5492.17,0.4011164985788859
40100,17330,ESTRELLA,186.0,155.0,5,3.0,1,0.0,sale,695000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,E,0,"calle Sirio, 60, Estrella, Madrid",28007,40.4097295,-3.6644715,374,279,0.2540106951871658,26.155970149253733,4246.58,0.4980478408507552
40101,17328,ADELFAS,70.0,,1,1.0,,,sale,300000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,,no indicado,1,"calle Valderribas , 62, Adelfas, Madrid",28007,40.4023424,-3.6710216,374,279,0.2540106951871658,26.155970149253733,4020.62,0.29846143132153746
40102,17322,ESTRELLA,193.0,,3,2.0,5,0.0,sale,625000,HouseType 1: Pisos,1,0.0,,,,,1.0,1.0,1.0,,E,0,"calle del Doctor Esquerdo, 59, Estrella, Madrid",28007,40.420058,-3.6688518,374,279,0.2540106951871658,26.155970149253733,4246.58,0.4603704628194924
40103,17319,PACIFICO,40.0,35.0,2,1.0,Sótano interior,1.0,sale,150000,HouseType 1: Pisos,0,0.0,0.0,1.0,,,0.0,0.0,,,en trámite,0,"calle de Granada, Pacífico, Retiro s/n, Pacífico, Madrid",28007,40.4036854,-3.6767899,374,279,0.2540106951871658,26.155970149253733,4105.12,0.18123708929337023
40104,17318,IBIZA,49.0,,2,1.0,Bajo,1.0,sale,245000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,en trámite,0,"IBIZA, 17, Ibiza, Madrid",28009,40.4184361,-3.6768414,478,363,0.2405857740585774,28.524489795918367,5492.17,0.19154541829550067
40109,17313,NINO JESUS,236.0,,4,3.0,2,0.0,sale,1155000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,en trámite,1,"calle Jesus Aprendiz, Niño Jesús, Madrid",28007,40.4122515,-3.6709027,374,279,0.2540106951871658,26.155970149253733,4935.6,0.4341923980873652
40110,17310,IBIZA,105.0,,3,1.0,2,0.0,sale,430000,HouseType 1: Pisos,1,0.0,,,,1.0,1.0,0.0,,,E,0,"calle de Fernán González, Ibiza, Madrid",28009,40.4183416,-3.6746229,478,363,0.2405857740585774,28.524489795918367,5492.17,0.2745727098760599
40111,17303,ADELFAS,102.0,,2,2.0,2,0.0,sale,547000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,1.0,A,0,"calle Garibay , 4, Adelfas, Madrid",28007,40.40370725,-3.6713854588449104,374,279,0.2540106951871658,26.155970149253733,4020.62,0.4412254826370062
40115,17302,ADELFAS,102.0,,2,2.0,1,0.0,sale,496000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,1.0,A,0,"calle Garibay , 4, Adelfas, Madrid",28007,40.40370725,-3.6713854588449104,374,279,0.2540106951871658,26.155970149253733,4020.62,0.41237421094259097
40119,17301,ADELFAS,72.0,,1,1.0,Bajo,1.0,sale,357000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,1.0,A,0,"calle Garibay , 4, Adelfas, Madrid",28007,40.40370725,-3.6713854588449104,374,279,0.2540106951871658,26.155970149253733,4020.62,0.3330332137829489
40123,17300,ADELFAS,77.0,,2,1.0,Bajo,1.0,sale,425000,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,1.0,A,0,"calle Garibay , 4, Adelfas, Madrid",28007,40.40370725,-3.6713854588449104,374,279,0.2540106951871658,26.155970149253733,4020.62,0.3720819177141834
40127,17299,ESTRELLA,142.0,,5,2.0,4,0.0,sale,580000,HouseType 1: Pisos,1,0.0,1.0,0.0,,,1.0,1.0,,,en trámite,0,"calle José Martinez de Velasco, Estrella, Madrid",28007,40.4161822,-3.6676827,374,279,0.2540106951871658,26.155970149253733,4246.58,0.43564468348647617
40128,17297,ESTRELLA,160.0,130.0,4,3.0,Bajo,1.0,sale,590000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,,1.0,en trámite,1,"calle SIRIO, Estrella, Madrid",28007,40.4097295,-3.6644715,374,279,0.2540106951871658,26.155970149253733,4246.58,0.4410608065784702
40130,17186,ESTRELLA,129.0,,4,3.0,3,0.0,sale,480000,HouseType 1: Pisos,1,0.0,1.0,0.0,1.0,,1.0,1.0,,,E,1,"calle SIRIO, Estrella, Madrid",28007,40.4097295,-3.6644715,374,279,0.2540106951871658,26.155970149253733,4246.58,0.3817189361792313
40132,17296,IBIZA,78.0,72.0,3,1.0,5,0.0,sale,396000,HouseType 1: Pisos,1,0.0,0.0,1.0,,,1.0,0.0,,,G,0,"calle de Lope de Rueda, 30, Ibiza, Madrid",28009,40.4226467,-3.6774226,478,363,0.2405857740585774,28.524489795918367,5492.17,0.2603706731583327
40133,17293,PACIFICO,76.0,69.0,2,1.0,5,0.0,sale,374000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,en trámite,0,"MENENDEZ PELAYO, Pacífico, Madrid",28007,40.4042973,-3.6811007,374,279,0.2540106951871658,26.155970149253733,4105.12,0.33592197061230855
40134,17292,ESTRELLA,103.0,,3,2.0,7,0.0,sale,435000,HouseType 1: Pisos,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,E,1,"calle de la Estrella Polar, 3, Estrella, Madrid",28007,40.41048875,-3.6677188810480894,374,279,0.2540106951871658,26.155970149253733,4246.58,0.35769960768430126
40135,17291,IBIZA,27.0,,1,1.0,1,0.0,sale,190000,HouseType 1: Pisos,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,en trámite,0,"Narvaez, Ibiza, Madrid",28009,40.4169705,-3.6763451,478,363,0.2405857740585774,28.524489795918367,5492.17,0.16095641613424203
40137,17289,PACIFICO,185.0,170.0,4,2.0,1,0.0,sale,695000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,E,1,"calle del Comercio, 8, Pacífico, Madrid",28007,40.40309425,-3.682686249999992,374,279,0.2540106951871658,26.155970149253733,4105.12,0.5152102739992984
40138,17283,IBIZA,114.0,,3,2.0,4,0.0,sale,567000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,,en trámite,0,"fernan gonzalez, 51, Ibiza, Madrid",28009,40.4195395,-3.6744524,478,363,0.2405857740585774,28.524489795918367,5492.17,0.3313808567469689
40139,17282,PACIFICO,145.0,130.0,3,2.0,6,0.0,sale,600000,HouseType 1: Pisos,1,0.0,,,1.0,1.0,1.0,1.0,,1.0,en trámite,0,"calle Julian Gayarre, Pacífico, Madrid",28007,40.4067422,-3.6834002,374,279,0.2540106951871658,26.155970149253733,4105.12,0.4621058580504346
40140,17272,ADELFAS,215.0,,3,3.0,3,0.0,sale,865000,HouseType 1: Pisos,1,0.0,0.0,1.0,,1.0,1.0,1.0,,,en trámite,1,"federico moreno torroba, Adelfas, Madrid",28007,40.4060761,-3.667168976011837,374,279,0.2540106951871658,26.155970149253733,4020.62,0.606622859161025
40141,17269,ESTRELLA,118.0,,3,2.0,6,0.0,sale,505000,HouseType 1: Pisos,1,0.0,1.0,0.0,,,1.0,1.0,,,en trámite,1,"calle Doctor Esquerdo, Estrella, Madrid",28007,40.4117748,-3.6696839,374,279,0.2540106951871658,26.155970149253733,4246.58,0.3951415021028687
40142,17267,IBIZA,151.0,135.0,3,3.0,Bajo,1.0,sale,900000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,en trámite,0,"calle del Doctor Castelo, Madrid, Ibiza, Madrid",28009,40.4201959,-3.6727556,478,363,0.2405857740585774,28.524489795918367,5492.17,0.4515519366661993
40143,17266,ESTRELLA,101.0,,4,1.0,1,0.0,sale,420000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,1.0,1.0,,,en trámite,1,"calle del Alcalde Sáinz de Baranda, 80, Estrella, Madrid",28007,40.417488,-3.6668547,374,279,0.2540106951871658,26.155970149253733,4246.58,0.3496931648526579
40144,17263,PACIFICO,46.0,43.0,1,1.0,4,0.0,sale,194000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,0.0,0.0,,1.0,D,0,"avenida de la Ciudad de Barcelona, 77, Pacífico, Madrid",28007,40.40163,-3.675114745861726,374,279,0.2540106951871658,26.155970149253733,4105.12,0.21850761975289396
40145,17262,ESTRELLA,99.0,91.0,3,2.0,8,0.0,sale,395000,HouseType 1: Pisos,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,en trámite,0,"calle Estrella Polar, Estrella, Madrid",28007,40.4097132,-3.6688689,374,279,0.2540106951871658,26.155970149253733,4246.58,0.33627059892902056
40146,17261,IBIZA,198.0,,3,3.0,1,0.0,sale,1800000,HouseType 1: Pisos,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,E,1,"O´Donnell, Ibiza, Madrid",28009,40.4216229,-3.6777786,478,363,0.2405857740585774,28.524489795918367,5492.17,-2.576395122510774
40147,17259,NINO JESUS,112.0,103.0,2,2.0,Bajo,1.0,sale,259000,HouseType 1: Pisos,1,0.0,0.0,1.0,1.0,,1.0,1.0,,,no indicado,0,"calle del Doce de Octubre, Niño Jesús, Madrid",28007,40.4161488,-3.6732514,374,279,0.2540106951871658,26.155970149253733,4935.6,0.2212496960855823
40149,17211,NINO JESUS,82.0,76.0,3,1.0,3,0.0,sale,379000,HouseType 1: Pisos,1,0.0,,,,,1.0,0.0,,,en trámite,0,"calle del Doce de Octubre, Niño Jesús, Madrid",28007,40.4161488,-3.6732514,374,279,0.2540106951871658,26.155970149253733,4935.6,0.2818299700137774
40151,17258,PACIFICO,75.0,,2,1.0,3,0.0,sale,356000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,E,0,"calle de Juan de Urbieta, 42, Pacífico, Madrid",28007,40.4065291,-3.6756874,374,279,0.2540106951871658,26.155970149253733,4105.12,0.3256908446038118
40152,17257,ADELFAS,60.0,48.0,3,1.0,2,0.0,sale,215000,HouseType 1: Pisos,0,0.0,0.0,1.0,,,1.0,1.0,,,en trámite,0,"calle de Luis Mitjans, Madrid, Adelfas, Madrid",28007,40.4017098,-3.6700371,374,279,0.2540106951871658,26.155970149253733,4020.62,0.23976401649496845
40153,17252,ADELFAS,104.0,,3,2.0,2,0.0,sale,399000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,en trámite,1,"calle del Cerro Negro, Adelfas, Madrid",28007,40.3976256,-3.6708006,374,279,0.2540106951871658,26.155970149253733,4020.62,0.35740756400754115
40154,17251,ESTRELLA,157.0,,5,3.0,5,0.0,sale,588000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,F,1,"calle de la Estrella Polar, 14, Estrella, Madrid",28007,40.4098032,-3.666428553802705,374,279,0.2540106951871658,26.155970149253733,4246.58,0.44011887212768863
40155,17247,ADELFAS,50.0,,1,1.0,Bajo,1.0,sale,195000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,1.0,,,en trámite,0,"calle los Mesejo, 27, Adelfas, Madrid",28007,40.401267700000005,-3.669472511735573,374,279,0.2540106951871658,26.155970149253733,4020.62,0.2240947913505877
40157,17205,ADELFAS,50.0,,1,1.0,Bajo,1.0,sale,180000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,1.0,,,en trámite,0,"calle los Mesejo, 27, Adelfas, Madrid",28007,40.401267700000005,-3.669472511735573,374,279,0.2540106951871658,26.155970149253733,4020.62,0.21165889837885699
40159,17241,IBIZA,125.0,114.0,3,2.0,7,0.0,sale,599950,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,en trámite,0,"calle del Alcalde Sáinz de Baranda, 61, Ibiza, Madrid",28009,40.4167515,-3.670205,478,363,0.2405857740585774,28.524489795918367,5492.17,0.3454008160708791
40160,17235,ADELFAS,100.0,80.0,3,2.0,1,0.0,sale,497000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,en trámite,1,"calle Jativa, 29, Adelfas, Madrid",28007,40.3978077,-3.6720753,374,279,0.2540106951871658,26.155970149253733,4020.62,0.4128716466614602
40161,17233,IBIZA,147.0,,2,2.0,5,0.0,sale,840000,HouseType 1: Pisos,1,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,E,0,"calle de Antonio Acuña, Ibiza, Madrid",28009,40.4208716,-3.678986,478,363,0.2405857740585774,28.524489795918367,5492.17,0.43734989994847207
40162,17218,ADELFAS,99.0,,3,2.0,3,0.0,sale,430000,HouseType 1: Pisos,0,0.0,,,,1.0,1.0,1.0,,1.0,en trámite,1,"calle Francisco Abril, Adelfas, Madrid",28007,40.4006388,-3.6695324,374,279,0.2540106951871658,26.155970149253733,4020.62,0.37506653202739876
40164,17144,ADELFAS,35.0,,1,1.0,Bajo,1.0,sale,180000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,en trámite,1,"calle Francisco Abril, Adelfas, Madrid",28007,40.4006388,-3.6695324,374,279,0.2540106951871658,26.155970149253733,4020.62,0.21165889837885699
40168,17209,ESTRELLA,162.0,132.0,4,3.0,5,0.0,sale,625000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,no indicado,1,"Pez Austral, Estrella, Madrid",28007,40.4128871,-3.6659912,374,279,0.2540106951871658,26.155970149253733,4246.58,0.4603704628194924
40169,17204,ESTRELLA,137.0,,3,2.0,3,0.0,sale,599000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,en trámite,0,"calle ANTONIO CASERO, Estrella, Madrid",28007,40.4195193,-3.6653712,374,279,0.2540106951871658,26.155970149253733,4246.58,0.44600596244507346
40170,17202,NINO JESUS,248.0,213.0,4,3.0,2,0.0,sale,1045000,HouseType 1: Pisos,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,no indicado,1,"calle de Jesus Aprendiz, Niño Jesús, Madrid",28007,40.4122515,-3.6709027,374,279,0.2540106951871658,26.155970149253733,4935.6,0.49943269308696003
40171,17201,ESTRELLA,118.0,,3,3.0,8,0.0,sale,599000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,,en trámite,0,"calle del Doctor Esquerdo, 173, Estrella, Madrid",28007,40.4072281,-3.6699206,374,279,0.2540106951871658,26.155970149253733,4246.58,0.44600596244507346
40172,17192,PACIFICO,102.0,,3,2.0,6,0.0,sale,410000,HouseType 1: Pisos,1,0.0,,,,1.0,1.0,0.0,,,en trámite,1,"avenida de Menéndez Pelayo, 101, Pacífico, Madrid",28007,40.40631615,-3.6792075265347313,374,279,0.2540106951871658,26.155970149253733,4105.12,0.3561406243910044
40173,17187,PACIFICO,96.0,91.0,3,2.0,2,0.0,sale,439000,HouseType 1: Pisos,0,0.0,,,,1.0,1.0,0.0,,1.0,E,0,"calle de Valderribas, 27, Pacífico, Madrid",28007,40.4053318,-3.6772116,374,279,0.2540106951871658,26.155970149253733,4105.12,0.3722181081186421
