,id,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,is_floor_under,operation,buy_price,house_type_id,is_renewal_needed,is_new_development,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_terrace,has_storage_room,energy_certificate,has_parking,full_title,zip_code,latitude,longitude,zip_codes_count,hosts_count_per_zip_code,hosts_distribution_per_zip_code,average_reviews_per_month_per_code,price_per_m2,buy_for_rent_ratio
5633,21675,BUTARQUE,76.0,,2,2.0,5,0.0,sale,165208,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.36354536354536354
5651,21674,BUTARQUE,109.0,,3,2.0,3,0.0,sale,219775,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.44499044499044493
5669,21673,BUTARQUE,108.0,,3,2.0,Bajo,1.0,sale,230817,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.46000546000545994
5687,21672,BUTARQUE,108.0,,3,2.0,2,0.0,sale,213722,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4368004368004368
5705,21631,BUTARQUE,107.0,,3,2.0,6,0.0,sale,228629,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.45727545727545726
5723,21630,BUTARQUE,76.0,,2,2.0,6,0.0,sale,169021,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.3699153699153699
5741,21629,BUTARQUE,109.0,,3,2.0,5,0.0,sale,223022,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4495404495404495
5759,21628,BUTARQUE,108.0,,3,2.0,5,0.0,sale,220072,HouseType 1: Pisos,0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Camas, 2, Butarque, Madrid",28021,40.3408421,-3.6773645,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4454454454454454
5777,21670,BUTARQUE,115.0,,3,2.0,2,0.0,sale,233789,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,1.0,no indicado,1,"calle Ganados del Salobral , 12, Butarque, Madrid",28021,40.3384998,-3.6764999,94,70,0.25531914893617025,21.619672131147542,2197.8,0.46410046410046407
5784,21669,BUTARQUE,115.0,,3,2.0,1,0.0,sale,230789,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,1.0,no indicado,1,"calle Ganados del Salobral , 12, Butarque, Madrid",28021,40.3384998,-3.6764999,94,70,0.25531914893617025,21.619672131147542,2197.8,0.46000546000545994
5791,21668,BUTARQUE,117.0,,3,2.0,1,0.0,sale,244171,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Ganados del Salobral , 12, Butarque, Madrid",28021,40.3384998,-3.6764999,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4777504777504777
5798,21667,BUTARQUE,117.0,,3,2.0,1,0.0,sale,243468,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Ganados del Salobral , 12, Butarque, Madrid",28021,40.3384998,-3.6764999,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4768404768404768
5805,21666,BUTARQUE,117.0,,3,2.0,1,0.0,sale,244798,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,1.0,1.0,no indicado,1,"calle Ganados del Salobral , 12, Butarque, Madrid",28021,40.3384998,-3.6764999,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4786604786604786
5812,21665,BUTARQUE,118.0,,3,2.0,1,0.0,sale,219235,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,1.0,no indicado,1,"calle Ganados del Salobral , 12, Butarque, Madrid",28021,40.3384998,-3.6764999,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4445354445354445
5819,21664,BUTARQUE,115.0,,3,2.0,5,0.0,sale,242789,HouseType 1: Pisos,0,1.0,,,,,1.0,1.0,,1.0,no indicado,1,"calle Ganados del Salobral , 12, Butarque, Madrid",28021,40.3384998,-3.6764999,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4759304759304759
5826,21655,LOS ROSALES,58.0,,3,1.0,2,0.0,sale,85000,HouseType 1: Pisos,0,0.0,,,1.0,,0.0,1.0,,,E,0,"calle del Estroncio, Los Rosales, Madrid",28021,40.3474954,-3.6903199,94,70,0.25531914893617025,21.619672131147542,1827.79,0.25768824646157384
5827,21654,SAN CRISTOBAL,65.0,,3,1.0,1,0.0,sale,94000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,en trámite,0,"calle Moncada, San Cristóbal, Madrid",28021,40.3409648,-3.6920084,94,70,0.25531914893617025,21.619672131147542,1308.89,0.3911711450160059
5830,21530,SAN CRISTOBAL,65.0,60.0,2,1.0,2,0.0,sale,110000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,0.0,1.0,,,E,0,"calle Moncada, San Cristóbal, Madrid",28021,40.3409648,-3.6920084,94,70,0.25531914893617025,21.619672131147542,1308.89,0.44541558114127233
5833,21294,SAN CRISTOBAL,68.0,65.0,3,1.0,1,0.0,sale,88000,HouseType 1: Pisos,1,0.0,,,,,0.0,1.0,,,no indicado,0,"calle Moncada, San Cristóbal, Madrid",28021,40.3409648,-3.6920084,94,70,0.25531914893617025,21.619672131147542,1308.89,0.37054297916555246
5836,21649,LOS ROSALES,125.0,87.0,3,2.0,1,0.0,sale,210000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,B,1,"calle de la Generosidad, 16, Los Rosales, Madrid",28021,40.3598385,-3.6913126,94,70,0.25531914893617025,21.619672131147542,1827.79,0.5186591457443142
5837,21647,LOS ANGELES,92.0,,3,1.0,6,0.0,sale,159900,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,,en trámite,0,"avenida de la Verbena de la Paloma, Los Ángeles, Madrid",28041,40.3564774,-3.6957128,109,87,0.2018348623853211,25.850704225352114,1796.68,0.43413406950597766
5838,21642,LOS ROSALES,65.0,52.0,2,1.0,3,0.0,sale,106500,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,no indicado,0,"calle de Campos Ibáñez, Los Rosales, Madrid",28021,40.3537422,-3.6855487,94,70,0.25531914893617025,21.619672131147542,1827.79,0.3107578004037663
5839,21641,LOS ROSALES,102.0,81.0,3,2.0,3,0.0,sale,127500,HouseType 1: Pisos,0,0.0,0.0,1.0,,,0.0,1.0,1.0,,en trámite,0,"calle DIAMANTE, Los Rosales, Madrid",28021,40.3511994,-3.6863075,94,70,0.25531914893617025,21.619672131147542,1827.79,0.35890337511420894
5840,21638,LOS ROSALES,80.0,,3,2.0,4,0.0,sale,220000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,E,1,"calle Diamante, Los Rosales, Madrid",28021,40.3511994,-3.6863075,94,70,0.25531914893617025,21.619672131147542,1827.79,0.5356195186536746
5841,21637,LOS ROSALES,16.0,,3,1.0,1,0.0,sale,114000,HouseType 1: Pisos,0,0.0,0.0,1.0,,,0.0,1.0,,,E,0,"calle Platino, Los Rosales, Madrid",28021,40.3489826,-3.689214,94,70,0.25531914893617025,21.619672131147542,1827.79,0.32826528211665457
5845,21498,LOS ROSALES,115.0,,4,1.0,1,0.0,sale,184900,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,en trámite,0,"calle Platino, Los Rosales, Madrid",28021,40.3489826,-3.689214,94,70,0.25531914893617025,21.619672131147542,1827.79,0.4743433326585658
5849,21436,LOS ROSALES,55.0,45.0,2,1.0,3,0.0,sale,96000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,0.0,1.0,1.0,,en trámite,0,"calle Platino, Los Rosales, Madrid",28021,40.3489826,-3.689214,94,70,0.25531914893617025,21.619672131147542,1827.79,0.2850436866379617
5853,21126,LOS ROSALES,100.0,,3,1.0,1,0.0,sale,184000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,,en trámite,0,"calle Platino, Los Rosales, Madrid",28021,40.3489826,-3.689214,94,70,0.25531914893617025,21.619672131147542,1827.79,0.47270200624798253
5857,21635,LOS ROSALES,70.0,,2,2.0,4,0.0,sale,210000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,E,1,"calle Pilar Lorengar, Los Rosales, Madrid",28021,40.3548338,-3.6845919,94,70,0.25531914893617025,21.619672131147542,1827.79,0.5186591457443142
5858,21633,LOS ROSALES,123.0,,4,2.0,3,0.0,sale,275000,HouseType 1: Pisos,0,,,,1.0,,1.0,1.0,1.0,,no indicado,0,"avenida de la Felicidad, Los Rosales, Madrid",28021,40.359021,-3.6929566,94,70,0.25531914893617025,21.619672131147542,1827.79,0.6209684920040048
5859,21632,LOS ANGELES,64.0,,3,1.0,5,0.0,sale,104000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,0.0,1.0,,,en trámite,0,"calle Escoriaza, Los Ángeles, Madrid",28041,40.351882,-3.6949633,109,87,0.2018348623853211,25.850704225352114,1796.68,0.31001625219849943
5861,21005,LOS ANGELES,59.0,47.0,3,1.0,2,0.0,sale,90000,HouseType 1: Pisos,1,0.0,,,,,0.0,1.0,1.0,,G,0,"calle Escoriaza, Los Ángeles, Madrid",28041,40.351882,-3.6949633,109,87,0.2018348623853211,25.850704225352114,1796.68,0.27495157735378584
5863,21614,LOS ANGELES,90.0,,3,2.0,2,0.0,sale,195000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,en trámite,0,"calle Anoeta, 59, Los Ángeles, Madrid",28041,40.3507539,-3.701507908925282,109,87,0.2018348623853211,25.850704225352114,1796.68,0.5014805084934435
5864,21613,LOS ROSALES,60.0,,2,1.0,1,0.0,sale,126900,HouseType 1: Pisos,1,0.0,,,,,0.0,1.0,,,G,0,"calle de Sáhara, Los Rosales, Madrid",28021,40.3530356,-3.6924521,94,70,0.25531914893617025,21.619672131147542,1827.79,0.3578091575071535
5868,21427,LOS ROSALES,58.0,,2,1.0,1,0.0,sale,118000,HouseType 1: Pisos,0,0.0,,,,,0.0,1.0,,,en trámite,0,"calle de Sáhara, Los Rosales, Madrid",28021,40.3530356,-3.6924521,94,70,0.25531914893617025,21.619672131147542,1827.79,0.3375661317766264
5872,21175,LOS ROSALES,68.0,60.0,2,1.0,1,0.0,sale,164000,HouseType 1: Pisos,0,0.0,,,,1.0,0.0,1.0,,,en trámite,0,"calle de Sáhara, Los Rosales, Madrid",28021,40.3530356,-3.6924521,94,70,0.25531914893617025,21.619672131147542,1827.79,0.4349514988045673
5876,21101,LOS ROSALES,49.0,43.0,2,1.0,Bajo,1.0,sale,145000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,E,0,"calle de Sáhara, Los Rosales, Madrid",28021,40.3530356,-3.6924521,94,70,0.25531914893617025,21.619672131147542,1827.79,0.39665388255762424
5880,21612,LOS ANGELES,54.0,,2,1.0,,,sale,136400,HouseType 1: Pisos,0,,,,,,0.0,,1.0,,E,0,"calle Alcocer, 39, Los Ángeles, Madrid",28041,40.3497205,-3.7018123,109,87,0.2018348623853211,25.850704225352114,1796.68,0.3845982590110648
5881,21608,BUTARQUE,98.0,86.0,3,2.0,Bajo,1.0,sale,266122,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,en trámite,1,"Villaverde a Perales, Butarque, Madrid",28021,40.3389062,-3.6772808,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5055055055055054
5882,21607,BUTARQUE,97.0,83.0,3,2.0,Bajo,1.0,sale,261989,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,en trámite,1,"villaverde a perales, Butarque, Madrid",28021,40.3389062,-3.6772808,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5005005005005004
5885,21605,BUTARQUE,99.0,86.0,3,2.0,3,0.0,sale,251569,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,en trámite,1,"villaverde a perales, Butarque, Madrid",28021,40.3389062,-3.6772808,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4873054873054873
5888,21541,BUTARQUE,91.0,77.0,2,2.0,5,0.0,sale,228208,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,en trámite,1,"villaverde a perales, Butarque, Madrid",28021,40.3389062,-3.6772808,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4568204568204568
5891,21602,BUTARQUE,90.0,73.0,3,2.0,2,0.0,sale,225000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,1.0,,1.0,en trámite,1,"calle Limonita, 5, Butarque, Madrid",28021,40.3439468,-3.6759839,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4522704522704522
5893,21226,BUTARQUE,89.0,75.0,3,2.0,5,0.0,sale,235000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,E,1,"calle Limonita, 5, Butarque, Madrid",28021,40.3439468,-3.6759839,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4659204659204659
5895,21601,LOS ROSALES,133.0,80.0,2,1.0,6,0.0,sale,264000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,C,1,"calle Flora Tristán, 1, Los Rosales, Madrid",28021,40.3570425,-3.685489,94,70,0.25531914893617025,21.619672131147542,1827.79,0.6045552278981722
5896,21600,LOS ROSALES,60.0,,3,1.0,2,0.0,sale,98260,HouseType 1: Pisos,0,0.0,0.0,1.0,,,0.0,1.0,,,F,0,"EDUARDO MINGUITO, Los Rosales, Madrid",28021,40.3482729,-3.686627953609843,94,70,0.25531914893617025,21.619672131147542,1827.79,0.2905147746732393
5897,21599,BUTARQUE,133.0,101.0,3,3.0,7,0.0,sale,275000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,D,0,"calle Estefanita, Butarque, Madrid",28021,40.34903,-3.6760582,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5164255164255164
5899,21161,BUTARQUE,125.0,105.0,3,3.0,7,0.0,sale,275000,HouseType 1: Pisos,0,0.0,,,1.0,,1.0,1.0,1.0,1.0,D,0,"calle Estefanita, Butarque, Madrid",28021,40.34903,-3.6760582,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5164255164255164
5901,21592,LOS ROSALES,121.0,,3,2.0,3,0.0,sale,260000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no indicado,1,"calle María de Echarri, 11, Los Rosales, Madrid",28021,40.3584213,-3.6829116,94,70,0.25531914893617025,21.619672131147542,1827.79,0.5985370310593668
5902,21584,SAN CRISTOBAL,66.0,,3,1.0,1,0.0,sale,104900,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,,en trámite,0,"calle MONCADA, San Cristóbal, Madrid",28021,40.3409648,-3.6920084,94,70,0.25531914893617025,21.619672131147542,1308.89,0.42860744600386586
5903,21582,SAN CRISTOBAL,74.0,69.0,3,1.0,1,0.0,sale,100000,HouseType 1: Pisos,0,0.0,,,,,0.0,1.0,,,E,0,"calle de Paterna, San Cristóbal, Madrid",28021,40.3413681,-3.6840847,94,70,0.25531914893617025,21.619672131147542,1308.89,0.4117993108664593
5906,21307,SAN CRISTOBAL,76.0,58.0,2,1.0,,,sale,109492,HouseType 1: Pisos,0,0.0,,,,,0.0,,,,G,0,"calle de Paterna, San Cristóbal, Madrid",28021,40.3413681,-3.6840847,94,70,0.25531914893617025,21.619672131147542,1308.89,0.44388756885605357
5909,631,SAN CRISTOBAL,70.0,59.0,3,1.0,3,0.0,sale,120000,HouseType 1: Pisos,0,,,,,,1.0,1.0,1.0,,E,0,"calle de Paterna, San Cristóbal, Madrid",28021,40.3413681,-3.6840847,94,70,0.25531914893617025,21.619672131147542,1308.89,0.4775038391308666
5912,21581,BUTARQUE,97.0,,2,1.0,Bajo,1.0,sale,210000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,D,1,"calle Euskalduna, Butarque, Madrid",28021,40.3560432,-3.6820183,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4313404313404313
5914,21143,BUTARQUE,160.0,,4,2.0,5,0.0,sale,450000,HouseType 1: Pisos,0,,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,en trámite,0,"calle Euskalduna, Butarque, Madrid",28021,40.3560432,-3.6820183,94,70,0.25531914893617025,21.619672131147542,2197.8,0.7066157066157066
5917,21577,LOS ROSALES,151.0,100.0,3,2.0,6,0.0,sale,314000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,no indicado,1,"calle Augustóbriga, 5, Los Rosales, Madrid",28021,40.3594429,-3.6828957,94,70,0.25531914893617025,21.619672131147542,1827.79,0.6756793723567807
5918,21576,SAN CRISTOBAL,69.0,,3,1.0,4,0.0,sale,107000,HouseType 1: Pisos,0,0.0,,,,,0.0,1.0,1.0,1.0,en trámite,0,"Benimamet, San Cristóbal, Madrid",28021,40.3435856,-3.6859913,94,70,0.25531914893617025,21.619672131147542,1308.89,0.4354835012873503
5919,21574,LOS ROSALES,48.0,39.0,2,1.0,,,sale,89000,HouseType 1: Pisos,0,,,,,,0.0,1.0,,,E,0,"calle Eduardo Minguito, Los Rosales, Madrid",28021,40.3484649,-3.6886982,94,70,0.25531914893617025,21.619672131147542,1827.79,0.26753620492507346
5923,21567,LOS ROSALES,43.0,35.0,1,1.0,Bajo,1.0,sale,84000,HouseType 1: Pisos,0,0.0,,,,,0.0,1.0,,,E,0,"calle Eduardo Minguito, Los Rosales, Madrid",28021,40.3484649,-3.6886982,94,70,0.25531914893617025,21.619672131147542,1827.79,0.25495270244393503
5927,21424,LOS ROSALES,64.0,,2,1.0,1,0.0,sale,98968,HouseType 1: Pisos,0,0.0,,,,,0.0,,,,G,0,"calle Eduardo Minguito, Los Rosales, Madrid",28021,40.3484649,-3.6886982,94,70,0.25531914893617025,21.619672131147542,1827.79,0.2927032098873503
5931,525,LOS ROSALES,64.0,56.0,2,1.0,2,0.0,sale,99950,HouseType 1: Pisos,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,F,0,"calle Eduardo Minguito, Los Rosales, Madrid",28021,40.3484649,-3.6886982,94,70,0.25531914893617025,21.619672131147542,1827.79,0.2948916451014613
5935,21573,LOS ROSALES,98.0,,3,2.0,7,0.0,sale,284900,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,no indicado,1,"calle Flora Tristán, 10, Los Rosales, Madrid",28021,40.3570425,-3.685489,94,70,0.25531914893617025,21.619672131147542,1827.79,0.6351933208957266
5936,21555,BUTARQUE,58.0,48.0,3,1.0,3,0.0,sale,105000,HouseType 1: Pisos,0,0.0,0.0,1.0,,,0.0,1.0,,,E,0,"calle Concepción de la Oliva, Butarque, Madrid",28021,40.3540894,-3.6816592,94,70,0.25531914893617025,21.619672131147542,2197.8,0.2552552552552552
5940,21440,BUTARQUE,61.0,,3,1.0,4,0.0,sale,100000,HouseType 1: Pisos,0,0.0,,,,,0.0,1.0,,,en trámite,0,"calle Concepción de la Oliva, Butarque, Madrid",28021,40.3540894,-3.6816592,94,70,0.25531914893617025,21.619672131147542,2197.8,0.2452452452452452
5944,21030,BUTARQUE,56.0,,3,1.0,5,0.0,sale,100000,HouseType 1: Pisos,0,0.0,,,,,0.0,1.0,,,A,0,"calle Concepción de la Oliva, Butarque, Madrid",28021,40.3540894,-3.6816592,94,70,0.25531914893617025,21.619672131147542,2197.8,0.2452452452452452
5948,21016,BUTARQUE,56.0,,3,1.0,5,0.0,sale,100000,HouseType 1: Pisos,0,0.0,,,,,0.0,1.0,,,A,0,"calle Concepción de la Oliva, Butarque, Madrid",28021,40.3540894,-3.6816592,94,70,0.25531914893617025,21.619672131147542,2197.8,0.2452452452452452
5952,21554,BUTARQUE,115.0,,3,2.0,6,0.0,sale,216000,HouseType 1: Pisos,0,,0.0,1.0,1.0,,1.0,1.0,,,en trámite,1,"calle de Berrocal, Butarque, Madrid",28021,40.3414776,-3.6754813,94,70,0.25531914893617025,21.619672131147542,2197.8,0.43998543998543993
5956,21551,BUTARQUE,90.0,76.0,2,1.0,Bajo,1.0,sale,212000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,C,0,"calle de Berrocal, Butarque, Madrid",28021,40.3414776,-3.6754813,94,70,0.25531914893617025,21.619672131147542,2197.8,0.43407043407043405
5960,21170,BUTARQUE,90.0,75.0,2,1.0,Bajo,1.0,sale,215000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,C,0,"calle de Berrocal, Butarque, Madrid",28021,40.3414776,-3.6754813,94,70,0.25531914893617025,21.619672131147542,2197.8,0.4386204386204386
5964,524,BUTARQUE,132.0,112.0,4,2.0,Bajo,1.0,sale,275000,HouseType 1: Pisos,0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,en trámite,1,"calle de Berrocal, Butarque, Madrid",28021,40.3414776,-3.6754813,94,70,0.25531914893617025,21.619672131147542,2197.8,0.5164255164255164
5978,21550,SAN CRISTOBAL,95.0,87.0,2,2.0,5,0.0,sale,184000,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,1.0,1.0,,1.0,en trámite,0,"GODELLA, San Cristóbal, Madrid",28021,40.3405118,-3.6881634,94,70,0.25531914893617025,21.619672131147542,1308.89,0.66010130721451
5979,21548,LOS ROSALES,178.0,,4,2.0,5,0.0,sale,299990,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,en trámite,1,"María de Echarri, Los Rosales, Madrid",28021,40.3584213,-3.6829116,94,70,0.25531914893617025,21.619672131147542,1827.79,0.6565305642333091
5980,21547,LOS ROSALES,59.0,,2,1.0,2,0.0,sale,117000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,,en trámite,0,"calle Fuente de la Capona, Los Rosales, Madrid",28021,40.3535755,-3.6846954,94,70,0.25531914893617025,21.619672131147542,1827.79,0.33537769656251537
5981,21546,LOS ANGELES,100.0,,4,1.0,Bajo,1.0,sale,165000,HouseType 1: Pisos,0,0.0,1.0,0.0,,,1.0,1.0,,,en trámite,0,"calle de la Alegría de la Huerta, Los Ángeles, Madrid",28041,40.3545782,-3.695308,109,87,0.2018348623853211,25.850704225352114,1796.68,0.4441525480330387
5984,21115,LOS ANGELES,90.0,,4,1.0,Bajo,1.0,sale,165000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,,,en trámite,0,"calle de la Alegría de la Huerta, Los Ángeles, Madrid",28041,40.3545782,-3.695308,109,87,0.2018348623853211,25.850704225352114,1796.68,0.4441525480330387
5987,21047,LOS ANGELES,82.0,72.0,3,1.0,2,0.0,sale,163000,HouseType 1: Pisos,0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,,en trámite,0,"calle de la Alegría de la Huerta, Los Ángeles, Madrid",28041,40.3545782,-3.695308,109,87,0.2018348623853211,25.850704225352114,1796.68,0.44025647305029275
5990,21540,BUTARQUE,95.0,,3,1.0,3,0.0,sale,100000,HouseType 1: Pisos,1,0.0,0.0,1.0,,,0.0,1.0,,,en trámite,0,"calle Tántalo, Butarque, Madrid",28021,40.3525553,-3.6811527,94,70,0.25531914893617025,21.619672131147542,2197.8,0.2452452452452452
5992,21134,BUTARQUE,65.0,55.0,3,1.0,Entreplanta exterior,1.0,sale,124000,HouseType 1: Pisos,1,0.0,,,,,0.0,1.0,1.0,1.0,en trámite,0,"calle Tántalo, Butarque, Madrid",28021,40.3525553,-3.6811527,94,70,0.25531914893617025,21.619672131147542,2197.8,0.2921102921102921
5994,21536,SAN CRISTOBAL,60.0,50.0,2,1.0,5,0.0,sale,73000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,,1.0,1.0,,,en trámite,0,"Rocafort, San Cristóbal, Madrid",28021,40.3421624,-3.6911032,94,70,0.25531914893617025,21.619672131147542,1308.89,0.31553453689767663
5995,21533,LOS ANGELES,96.0,,2,2.0,7,0.0,sale,210000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,en trámite,1,"calle de Eduardo Barreiros, Los Ángeles, Madrid",28041,40.3639645,-3.6992519,109,87,0.2018348623853211,25.850704225352114,1796.68,0.5276398690918805
5996,21532,LOS ROSALES,71.0,60.0,2,2.0,2,0.0,sale,198000,HouseType 1: Pisos,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,en trámite,0,"calle de Clara Schumann, Los Rosales, Madrid",28021,40.355074,-3.685819,94,70,0.25531914893617025,21.619672131147542,1827.79,0.4978690112102594
5997,21531,LOS ROSALES,74.0,,2,1.0,1,0.0,sale,139900,HouseType 1: Pisos,0,0.0,0.0,1.0,,1.0,0.0,1.0,,,en trámite,0,"calle Diamante, Madrid, Los Rosales, Madrid",28021,40.3511994,-3.6863075,94,70,0.25531914893617025,21.619672131147542,1827.79,0.3857117064870691
5999,21527,LOS ROSALES,63.0,,3,1.0,Entreplanta interior,1.0,sale,100000,HouseType 1: Pisos,1,0.0,,,,,0.0,0.0,,,en trámite,0,"calle Eduardo Minguito, 13, Los Rosales, Madrid",28021,40.3484649,-3.6886982,94,70,0.25531914893617025,21.619672131147542,1827.79,0.2948916451014613
6000,21524,SAN CRISTOBAL,63.0,60.0,2,1.0,2,0.0,sale,82260,HouseType 1: Pisos,0,0.0,0.0,1.0,,,1.0,1.0,,,en trámite,0,"calle Benimamet, San Cristóbal, Madrid",28021,40.3435856,-3.6859913,94,70,0.25531914893617025,21.619672131147542,1308.89,0.34991481331509905
6001,21520,SAN CRISTOBAL,66.0,60.0,3,1.0,2,0.0,sale,88000,HouseType 1: Pisos,0,0.0,,,,,0.0,1.0,,,en trámite,0,"calle de Beniferri, San Cristóbal, Madrid",28021,40.3446825,-3.690072,94,70,0.25531914893617025,21.619672131147542,1308.89,0.37054297916555246
6006,21482,SAN CRISTOBAL,68.0,62.0,3,1.0,2,0.0,sale,88000,HouseType 1: Pisos,0,0.0,0.0,1.0,,,0.0,1.0,,,en trámite,0,"calle de Beniferri, San Cristóbal, Madrid",28021,40.3446825,-3.690072,94,70,0.25531914893617025,21.619672131147542,1308.89,0.37054297916555246
