,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,is_floor_under,is_renewal_needed,is_new_development,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_terrace,has_storage_room,has_parking,zip_codes_count,hosts_distribution_per_zip_code,average_reviews_per_month_per_code,price_per_m2,buy_for_rent_ratio,buy_price
22,-0.44316813460738674,-0.04374911849207479,0.34986577489100246,-0.914553067122716,-0.7189315926247088,1.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,94,-0.05059747827360879,-0.4967560828900462,1827.79,-0.7918207970293797,95000
23,-1.0776389279426783,-0.04374911849207479,0.34986577489100246,-0.914553067122716,-0.7189315926247088,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,94,-0.05059747827360879,-0.4967560828900462,1827.79,-0.5289317577641178,105000
24,-0.21882079675648652,-0.04374911849207479,0.34986577489100246,-0.914553067122716,0.8696511352843243,0.0,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,94,-0.05059747827360879,-0.4967560828900462,1827.79,0.6530109810284342,162000
25,-1.0776389279426783,-0.04374911849207479,0.34986577489100246,-0.914553067122716,0.45527431502984744,0.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,94,-0.05059747827360879,-0.4967560828900462,1827.79,-0.18954564083178022,119000
27,-0.21882079675648652,-0.04374911849207479,1.2022174167796287,-0.914553067122716,0.8696511352843243,0.0,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,109,-0.7856857874811475,0.25682456218801847,1796.68,0.1115690402574903,129900
29,-1.1246635829252025,-0.04374911849207479,-0.6472329056664874,-0.914553067122716,-1.7396549814731244,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,94,-0.05059747827360879,-0.4967560828900462,1827.79,-0.42487197625912776,109000
30,-1.376887370261723,-0.04374911849207479,-0.6472329056664874,-0.914553067122716,0.45527431502984744,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,94,-0.05059747827360879,-0.4967560828900462,1827.79,-0.5289317577641178,105000
31,0.2591880887144857,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,-1.7396549814731244,1.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,94,-0.05059747827360879,-0.4967560828900462,2197.8,1.2450101979993038,266122
32,0.16314376753520826,-0.04374911849207479,-0.6472329056664874,0.9170032716551278,1.8060413579271255,0.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,94,-0.05059747827360879,-0.4967560828900462,2197.8,0.8661758523931663,228273
33,0.4582001895674567,-0.04374911849207479,0.34986577489100246,0.9170032716551278,0.45527431502984744,0.0,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,94,-0.05059747827360879,-0.4967560828900462,2197.8,1.1070500355567976,251569
